2.400043167258094101e+01,3.890006298442927779e+00,8.834393672864422342e-01,4.033072667360191876e-01,1.361999999999960798e+00,3.153276607371187534e+00,2.298358412506998860e+01
2.177144380276064339e+01,2.337022462920832933e+00,2.083362608422779871e+00,4.929611583442602973e-01,4.470000000000003415e-01,5.932391544150984464e-01,3.890948672220118709e+01
1.961548403454030254e+00,9.362040939991291832e-01,1.887785951995188949e+00,6.272609044963612934e-01,3.190000000000002278e-01,1.713901365718250858e-01,2.147731110092223261e+01
9.427494609833283690e+00,5.426843884828969067e+00,8.821057512066255990e-01,7.415572524522552333e-01,1.525999999999942736e+00,4.798596230959414122e+00,2.671317630104595509e+01
6.097778806850234545e+00,5.012727721327211228e+00,2.038453321343544733e+00,7.181398553592941436e-01,6.010000000000004228e-01,1.753561939957142046e+00,6.441018815267089792e+01
4.416491132995091107e+01,2.728426584158099022e+00,1.785042466220976287e+00,7.656204755124660366e-01,5.860000000000004095e-01,8.958902887222870426e-01,3.373166085275676807e+01
2.480452887951857122e+01,4.900872158980984494e+00,1.808879455300786088e+00,7.470351737691496297e-01,6.550000000000004707e-01,1.878412773758422416e+00,5.954095477008436177e+01
3.689194866838505504e+01,4.784879559258099491e+00,1.241316384044957477e+00,7.816283809618843614e-01,9.510000000000007336e-01,2.791114684247336886e+00,4.518713610972235983e+01
5.379804688845993610e+00,3.894253931058306417e+00,1.661956662160256393e+00,6.904959382967033044e-01,6.970000000000005080e-01,1.587706191971038017e+00,4.341883932448468641e+01
3.326195584298994845e+01,7.728570799062491892e-01,1.137545248196540015e+00,5.238295883838632871e-01,6.300000000000004485e-01,2.787219630112890978e-01,9.311509254092442234e+00
2.781891598148438405e+01,1.232742883525935973e+00,1.454624627818357663e+00,4.573190598532510531e-01,5.490000000000003766e-01,3.878209221471631274e-01,1.691676102246833580e+01
2.994564726382717090e+00,1.062940594555478846e+00,1.821730177413287244e+00,5.576572296365056580e-01,2.100000000000001588e-01,1.786471279504056320e-01,1.988631741351811399e+01
3.292377595630701848e+01,1.662664028248094228e+00,1.930297577040495760e+00,6.348706269975034067e-01,4.110000000000003095e-01,3.888571049811481162e-01,2.986843745674943662e+01
1.074431808322999782e+00,4.154488722982531357e+00,8.125081880880052898e-01,7.676420605021569976e-01,1.598999999999934696e+00,3.887049664918464487e+00,2.008562257558785547e+01
3.556331166766947405e+01,2.529293269822148194e-01,1.407702650376454478e+00,5.041671401848520917e-01,2.770000000000001905e-01,4.197315233298454934e-02,7.202382970395509787e+00
2.043233844949898792e+00,4.621525509718792613e+00,9.181194942100082690e-01,7.245816449164406148e-01,1.413999999999955071e+00,3.836853526051359875e+00,2.542756948330421807e+01
3.471289344020901524e+01,3.474482670479771773e+00,1.626795588745855170e+00,5.629059447879352085e-01,7.140000000000005231e-01,1.410411157707424978e+00,3.636804814616935744e+01
3.294934177338872416e+01,1.055105867885958393e+00,1.210131220171731137e+00,5.289111782704216669e-01,6.520000000000004681e-01,3.950296193092698305e-01,1.235500506174435209e+01
4.304909755727719300e+01,1.859766963489738689e+00,1.418834102762336125e+00,4.948769692486638672e-01,6.790000000000004921e-01,7.157753988678896562e-01,2.007705919632640246e+01
2.938695345975372675e+01,5.341587275201204577e+00,1.875451651888131233e+00,6.720258728649204372e-01,6.760000000000004894e-01,2.079550961584076152e+00,6.078233727990541269e+01
2.519815200617859219e+01,2.675142913067098949e+00,1.901482302500488331e+00,5.816379694780546838e-01,5.150000000000003464e-01,7.885728932521393064e-01,3.929646292732013535e+01
1.992615160808903596e+01,9.499415752447254446e-01,9.847317870144157714e-01,6.209996811686919749e-01,8.010000000000006004e-01,4.401012660468953119e-01,9.181342872204863781e+00
5.157766653634702436e+00,5.472113784881896592e+00,1.457480547881230493e+00,7.950798041800538618e-01,8.440000000000006386e-01,2.794115952006746895e+00,5.538681458536861868e+01
2.934187483874427116e+01,1.843203360845007133e+00,2.227677209933996316e+00,6.603937747096680910e-01,3.460000000000002518e-01,3.633835101565513481e-01,3.926109500280649200e+01
1.912909729211253307e+01,2.596357611725621517e+00,9.354362806782852147e-01,7.317928252171272963e-01,1.102999999999989322e+00,1.752325919231552120e+00,2.068571092283826829e+01
2.871393418049011359e+01,2.047663372458981890e+00,2.218679430972085420e+00,7.706912729342347834e-01,3.630000000000002669e-01,4.224952788019934458e-01,4.148182188897335010e+01
3.089051364017998580e+01,3.884272616668477340e+00,1.345154110159147098e+00,4.128160981232679716e-01,9.160000000000007025e-01,2.080317146915978466e+00,3.409303581608585887e+01
4.216889044094256178e+01,3.441692015541783167e+00,1.994856505365930621e+00,4.456603938890421612e-01,5.830000000000004068e-01,1.116562334194797224e+00,4.197467106006009629e+01
3.402275320526088365e+01,1.565707202960088029e+00,1.994469017940514677e+00,6.679877640050012610e-01,3.800000000000002820e-01,3.379590214194448938e-01,3.031902272303940649e+01
3.531645903079051863e+01,4.515129030364277263e+00,1.560039567418620043e+00,6.882713172338541519e-01,7.970000000000005969e-01,2.101146022067944319e+00,4.569502087654284850e+01
3.512148898281679266e+01,1.908206490071262085e+00,1.176150442562206022e+00,6.779142641963509242e-01,8.330000000000006288e-01,9.095158501621162239e-01,1.697364471843238576e+01
2.938280852245325647e+01,1.725070178050068792e+00,2.189333989862817909e+00,7.231351233077834006e-01,3.420000000000002482e-01,3.359218690436183152e-01,3.696948681386534474e+01
2.254164678349385298e+01,2.884558463166158493e+00,1.295564966406359764e+00,6.383064428762221798e-01,8.470000000000006413e-01,1.415134431097023304e+00,2.678361468014366054e+01
4.252067006059808918e+00,4.510992148940943913e+00,1.715925489250652802e+00,5.978224000098766311e-01,7.130000000000005222e-01,1.876291013523508688e+00,4.908949184004651300e+01
2.416230635154965967e+01,2.989927716836128013e+00,1.468915021094775453e+00,5.045898711181351359e-01,7.330000000000005400e-01,1.271052043678072341e+00,3.117440808486942672e+01
1.097045433291527949e+01,1.043525130011286883e+00,1.238989230325422408e+00,4.912821865640621954e-01,6.500000000000004663e-01,3.869443974199587299e-01,1.215572262240375601e+01
